id_bo_luat,toi_danh,dieu,khoan,noi_dung,nhan_dieu_luat,muc_hinh_phat,muc_hinh_phat_cao_nhat,phan_loai_toi_pham,thoi_han_dieu_tra,gia_han_dieu_tra_1,gia_han_dieu_tra_2,gia_han_dieu_tra_3,thoi_han_dieu_tra_bo_sung_vks,thoi_han_dieu_tra_bo_sung_ta,thoi_hieu,thoi_han_tam_giam,gia_han_tam_giam_1,gia_han_tam_giam_2,gia_han_tam_giam_3,gia_han_tam_giam_4
264_1,Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ,264,1,"1. Người nào giao cho người mà biết rõ người đó không có giấy phép lái xe hoặc đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện tham gia giao thông đường bộ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 264 - Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ",Phạt tiền từ 10000000 đồng đến 50000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
264_2,Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ,264,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 264 - Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ",Phạt tiền từ 50000000 đồng đến 200000000 đồng; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
264_3,Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ,264,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 264 - Giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
265_1,Tổ chức đua xe trái phép,265,1,"1. Người nào tổ chức trái phép việc đua xe ô tô, xe máy hoặc các loại xe khác có gắn động cơ, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm.","Khoản 1, Điều 265 - Tổ chức đua xe trái phép",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
265_2,Tổ chức đua xe trái phép,265,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 04 năm đến 10 năm: a) tổ chức cho 10 xe tham gia trở lên trong cùng một lúc hoặc tổ chức 02 cuộc đua xe trở lên trong cùng một lúc; b) tổ chức cá cược; c) chống lại người có trách nhiệm bảo đảm trật tự, an toàn giao thông hoặc người có trách nhiệm giải tán cuộc đua xe trái phép; d) tại nơi tập trung đông dân cư; đ) tháo dỡ thiết bị an toàn khỏi phương tiện đua; e) làm chết người; g) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên; h) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; i) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng; k) tái phạm về tội này hoặc tội đua xe trái phép.","Khoản 2, Điều 265 - Tổ chức đua xe trái phép",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 04 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
265_3,Tổ chức đua xe trái phép,265,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 08 năm đến 15 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng; d) tái phạm nguy hiểm.","Khoản 3, Điều 265 - Tổ chức đua xe trái phép",Tù từ 08 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
265_4,Tổ chức đua xe trái phép,265,4,"4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 4, Điều 265 - Tổ chức đua xe trái phép",Tù từ 12 năm đến 20 năm; Tù chung thân,Tù chung thân,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
266_1,Đua xe trái phép,266,1,"1. Người nào đua trái phép xe ô tô, xe máy hoặc các loại xe khác có gắn động cơ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử phạt vi phạm hành chính về hành vi quy định tại điều này hoặc điều 265 của bộ luật này hoặc đã bị kết án về một trong các tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; b) gây thiệt hại về tài sản từ 50.000.000 đồng đến dưới 100.000.000 đồng.","Khoản 1, Điều 266 - Đua xe trái phép",Phạt tiền từ 10000000 đồng đến 50000000 đồng; Cải tạo không giam giữ đến 02 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
266_2,Đua xe trái phép,266,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 50.000.000 đồng đến 150.000.000 đồng hoặc phạt tù từ 03 năm đến 10 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng; đ) bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn; e) tham gia cá cược; g) chống lại người có trách nhiệm bảo đảm trật tự, an toàn giao thông hoặc người có trách nhiệm giải tán cuộc đua xe trái phép; h) tại nơi tập trung đông dân cư; i) tháo dỡ thiết bị an toàn khỏi phương tiện đua; k) tái phạm nguy hiểm.","Khoản 2, Điều 266 - Đua xe trái phép",Phạt tiền từ 50000000 đồng đến 150000000 đồng; Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
266_3,Đua xe trái phép,266,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 3, Điều 266 - Đua xe trái phép",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
266_4,Đua xe trái phép,266,4,"4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 4, Điều 266 - Đua xe trái phép",Tù từ 12 năm đến 20 năm,Tù 20 năm,Đặc biệt nghiêm trọng,4,4,4,4,2,1,20,,,,,
267_1,Vi phạm quy định về điều khiển phương tiện giao thông đường sắt,267,1,"1. Người nào chỉ huy, điều khiển phương tiện giao thông đường sắt mà vi phạm quy định về an toàn giao thông đường sắt gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 267 - Vi phạm quy định về điều khiển phương tiện giao thông đường sắt",Phạt tiền từ 50000000 đồng đến 200000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
267_2,Vi phạm quy định về điều khiển phương tiện giao thông đường sắt,267,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) không có giấy phép, bằng hoặc chứng chỉ chuyên môn tương ứng với nhiệm vụ được giao; b) trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy hoặc chất kích thích mạnh khác; c) bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn; d) không chấp hành hiệu lệnh của người chỉ huy hoặc người có thẩm quyền điều khiển, giữ gìn trật tự, an toàn giao thông; đ) làm chết 02 người; e) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; g) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 267 - Vi phạm quy định về điều khiển phương tiện giao thông đường sắt",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
267_3,Vi phạm quy định về điều khiển phương tiện giao thông đường sắt,267,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 267 - Vi phạm quy định về điều khiển phương tiện giao thông đường sắt",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
267_4,Vi phạm quy định về điều khiển phương tiện giao thông đường sắt,267,4,"4. Vi phạm quy định về điều khiển phương tiện giao thông đường sắt trong trường hợp có khả năng thực tế dẫn đến hậu quả quy định tại một trong các điểm a, b và c khoản 3 điều này nếu không được ngăn chặn kịp thời, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 01 năm.","Khoản 4, Điều 267 - Vi phạm quy định về điều khiển phương tiện giao thông đường sắt",Phạt tiền từ 10000000 đồng đến 50000000 đồng; Cải tạo không giam giữ đến 02 năm; Tù từ 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
268_1,Cản trở giao thông đường sắt,268,1,"1. Người nào đặt chướng ngại vật trên đường sắt; làm xê dịch ray, tà vẹt; khoan, đào, xẻ trái phép nền đường sắt; mở đường ngang, xây cống hoặc công trình khác trái phép qua đường sắt; làm hỏng, thay đổi, chuyển dịch, che khuất tín hiệu, biển hiệu, mốc hiệu của công trình giao thông đường sắt; để súc vật đi qua đường sắt không đúng quy định hoặc để súc vật kéo xe qua đường sắt mà không có người điều khiển; đưa trái phép phương tiện tự tạo, phương tiện không được phép chạy trên đường sắt; phá hoại phương tiện giao thông đường sắt; lấn chiếm hành lang an toàn giao thông đường sắt, phạm vi bảo vệ công trình giao thông đường sắt gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về một trong các hành vi quy định tại điều này mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 03 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 268 - Cản trở giao thông đường sắt",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
268_2,Cản trở giao thông đường sắt,268,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 268 - Cản trở giao thông đường sắt",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
268_3,Cản trở giao thông đường sắt,268,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 268 - Cản trở giao thông đường sắt",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
269_1,"Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",269,1,"1. Người nào chịu trách nhiệm trực tiếp về việc điều động hoặc về tình trạng kỹ thuật mà cho phép đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt rõ ràng không bảo đảm tiêu chuẩn an toàn kỹ thuật, không có giấy chứng nhận đăng ký, đăng kiểm gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 269 - Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Phạt tiền từ 20000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
269_2,"Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",269,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 269 - Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
269_3,"Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",269,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 269 - Đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
270_1,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,270,1,"1. Người nào điều động người không có giấy phép lái tàu hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện giao thông đường sắt gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 270 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
270_2,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,270,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 270 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
270_3,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,270,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 270 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
271_1,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,271,1,"1. Người nào giao cho người không có giấy phép lái tàu hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện giao thông đường sắt gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về hành vi này mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 271 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
271_2,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,271,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 271 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
271_3,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,271,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 12 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 271 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt",Tù từ 07 năm đến 12 năm,Tù 12 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
272_1,Vi phạm quy định về điều khiển phương tiện giao thông đường thủy,272,1,"1. Người nào điều khiển phương tiện giao thông đường thủy mà vi phạm quy định về an toàn giao thông đường thủy gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 272 - Vi phạm quy định về điều khiển phương tiện giao thông đường thủy",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
272_2,Vi phạm quy định về điều khiển phương tiện giao thông đường thủy,272,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) không có bằng, giấy chứng nhận khả năng chuyên môn hoặc chứng chỉ chuyên môn phù hợp với chức danh, loại phương tiện theo quy định; b) trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy hoặc chất kích thích mạnh khác; c) bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn; d) không chấp hành hiệu lệnh của người chỉ huy hoặc người có thẩm quyền điều khiển, giữ gìn trật tự, an toàn giao thông đường thủy; đ) làm chết 02 người; e) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; g) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 272 - Vi phạm quy định về điều khiển phương tiện giao thông đường thủy",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
272_3,Vi phạm quy định về điều khiển phương tiện giao thông đường thủy,272,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 272 - Vi phạm quy định về điều khiển phương tiện giao thông đường thủy",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
272_4,Vi phạm quy định về điều khiển phương tiện giao thông đường thủy,272,4,"4. Vi phạm quy định về điều khiển phương tiện giao thông đường thủy trong trường hợp có khả năng thực tế dẫn đến hậu quả quy định tại một trong các điểm a, b và c khoản 3 điều này nếu không được ngăn chặn kịp thời, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 01 năm.","Khoản 4, Điều 272 - Vi phạm quy định về điều khiển phương tiện giao thông đường thủy",Phạt tiền từ 10000000 đồng đến 50000000 đồng; Cải tạo không giam giữ đến 02 năm; Tù từ 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
